Crop,Season,State,Area,Annual_Rainfall,Avg_Temperature,humidity_pct,soil_N_kg_sq_foot,soil_P_kg_sq_foot,soil_K_kg_sq_foot
Masoor,2,20,946147724.1600001,1672.5,26.07,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Moong(Green Gram),1,20,22874493630.144,1672.5,26.07,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Onion,4,20,2089275008.64,1672.5,26.07,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Potato,4,20,815904408.32,1672.5,26.07,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Sweet potato,4,20,4141952721.92,1672.5,26.07,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Turmeric,4,20,2843825127.6800003,1672.5,26.07,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Urad,1,20,16031122315.136002,1672.5,26.07,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Arhar/Tur,1,22,990279756.8000001,479.3,25.932,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Gram,2,22,764237638.4000001,479.3,25.932,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Groundnut,1,22,43055641.6,479.3,25.932,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Masoor,2,22,462848147.20000005,479.3,25.932,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Moong(Green Gram),1,22,2475699392.0,479.3,25.932,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Arhar/Tur,1,24,6847246322.752001,481.3,27.596,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Groundnut,1,24,71362788448.128,481.3,27.596,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Moong(Green Gram),1,24,13884906220.480001,481.3,27.596,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Urad,1,24,28645241273.792004,481.3,27.596,89.1,0.0006744760965113977,0.00011984492623962853,0.00032980580476797
Arhar/Tur,1,27,42434348691.712006,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Gram,2,27,90481646100.608,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Groundnut,1,27,11572818266.560001,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Masoor,2,27,67302964362.560005,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Moong(Green Gram),1,27,3022936596.736,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Moong(Green Gram),2,27,4152286075.9040003,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Peas & beans (Pulses),2,27,35257834349.824005,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Potato,4,27,41823389137.408005,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Turmeric,4,27,152739888.576,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Urad,1,27,39058786390.272,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Urad,2,27,6515933160.64,849.9,26.209,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Arhar/Tur,1,28,208174027.136,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Garlic,4,28,222059471.55200002,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,28,135517631.93600002,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,28,122278022.14400001,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Masoor,2,28,1576805234.496,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,28,7211819.968,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),2,28,6350707.136,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Onion,4,28,176743408.768,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),2,28,349934727.10400003,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,1,28,835387086.144,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,2,28,617740817.8560001,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Turmeric,4,28,4843759.680000001,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,1,28,1150123826.24,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,2,28,106777991.16800001,1541.3,18.842,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,3,4055841438.7200003,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Banana,4,3,1862909972.9280002,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Coriander,4,3,235729637.76000002,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Dry chillies,4,3,368125735.68,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Garlic,4,3,239066449.98400003,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Ginger,4,3,42409806.976,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Gram,2,3,7681234100.544001,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Groundnut,1,3,39934107.584,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Masoor,2,3,19329937935.424,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Moong(Green Gram),1,3,1147325209.536,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Moong(Green Gram),3,3,19927980797.248,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Onion,4,3,1462707784.256,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Peas & beans (Pulses),2,3,2507452927.6800003,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Potato,4,3,15911104714.176,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Sweet potato,4,3,538195520.0,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Turmeric,4,3,315059657.408,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Urad,1,3,2703463736.064,1105.8,26.235,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Arhar/Tur,1,4,5997435596.672,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Coriander,4,4,404184835.52000004,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Dry chillies,4,4,694272220.8000001,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Garlic,4,4,87833508.86400001,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Ginger,4,4,148757241.72800002,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Gram,2,4,18900134993.152,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Groundnut,1,4,3697295583.296,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Masoor,2,4,1614478920.8960001,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Moong(Green Gram),1,4,1036026376.0000001,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Moong(Green Gram),2,4,734313967.488,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Onion,4,4,446164086.08000004,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Peas & beans (Pulses),2,4,1311151925.8240001,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Potato,4,4,1029460390.656,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Sweet potato,4,4,278247083.84000003,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Turmeric,4,4,73194590.72,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Urad,1,4,12518535434.304,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Urad,2,4,668438835.84,1001.4,26.84,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Arhar/Tur,1,7,33691039552.000004,458.4,27.782,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Dry chillies,4,7,1302433158.4,458.4,27.782,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Garlic,4,7,914932384.0,458.4,27.782,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Gram,2,7,6189248480.0,458.4,27.782,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Groundnut,1,7,212328896550.40002,458.4,27.782,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Groundnut,3,7,6113901107.200001,458.4,27.782,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Moong(Green Gram),1,7,15091002380.800001,458.4,27.782,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Onion,4,7,2690977600.0,458.4,27.782,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Potato,4,7,3853479923.2000003,458.4,27.782,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Urad,1,7,13088915046.400002,458.4,27.782,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Arhar/Tur,1,8,3979632953.0880003,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Banana,4,8,16576422.016,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Gram,2,8,5883338146.432,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Groundnut,1,8,270389429.248,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Masoor,2,8,648848518.9120001,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Moong(Green Gram),1,8,1972917137.216,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Onion,4,8,173191318.33600003,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Peas & beans (Pulses),2,8,119802322.752,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Potato,4,8,1111696666.112,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Sweet potato,4,8,5059037.888,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Urad,1,8,374045886.40000004,353.9,27.152,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Arhar/Tur,1,9,35951460.736,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Coriander,4,9,28309084.352,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Dry chillies,4,9,90093930.04800001,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Garlic,4,9,342292350.72,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Ginger,1,9,264254000.32000002,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,9,145420429.504,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,9,20881986.176000003,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Masoor,1,9,93861298.68800001,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,9,42409806.976,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Onion,4,9,86864756.928,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),1,9,676511768.64,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,4,9,1500596748.864,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Turmeric,4,9,13454888.0,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,1,9,1363787447.68,890.8,22.165,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,12,55299482040.896,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Banana,4,12,4285435647.552,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Black pepper,4,12,1120953629.056,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Cardamom,4,12,2088736813.1200001,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Coconut ,4,12,40410410619.200005,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Coriander,4,12,827206514.24,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Dry chillies,4,12,16737773032.896002,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Garlic,4,12,575223371.776,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Ginger,1,12,1177571797.76,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Gram,2,12,51645349738.304,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Groundnut,1,12,77170779221.76001,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Groundnut,2,12,13667690508.608002,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Moong(Green Gram),1,12,43318496291.968,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Moong(Green Gram),2,12,1128488366.336,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Onion,4,12,12375805982.400002,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Potato,4,12,5451382422.08,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Sweet potato,4,12,364896562.56,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Tapioca,4,12,116034954.112,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Turmeric,4,12,709987529.9840001,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Urad,1,12,16077945325.376001,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Urad,2,12,1731267348.736,860.8,26.234,70.59496322537393,0.0004329281831602085,7.803855662115347e-05,0.000808256479290518
Arhar/Tur,1,14,32243078324.992,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Banana,4,14,1734819439.1680002,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Cashewnut,4,14,107639.104,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Coriander,4,14,6678145290.368,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Dry chillies,4,14,4728370560.512,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Garlic,4,14,2440609044.096,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Ginger,1,14,558324032.4480001,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Gram,2,14,265275925973.376,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Groundnut,1,14,22042335717.120003,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Onion,4,14,2650074740.48,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Potato,4,14,4399317819.584001,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Sweet potato,4,14,404400113.72800004,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Turmeric,4,14,59459195214.976006,800.8,26.609,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Arhar/Tur,1,15,114086686329.6,967.4,26.255,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,15,85702254604.8,967.4,26.255,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,15,37770561593.600006,967.4,26.255,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,3,15,7297931251.200001,967.4,26.255,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,15,82053288979.20001,967.4,26.255,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,1,15,68200136294.4,967.4,26.255,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,17,87187674.24000001,4355.3,18.97,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Banana,4,17,575223371.776,4355.3,18.97,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Cashewnut,4,17,715692402.496,4355.3,18.97,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Dry chillies,4,17,197948312.256,4355.3,18.97,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Ginger,1,17,957557469.184,4355.3,18.97,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,17,52420243.648,4355.3,18.97,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,4,17,1945146248.384,4355.3,18.97,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Sweet potato,4,17,533136482.11200005,4355.3,18.97,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Tapioca,4,17,426035573.632,4355.3,18.97,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Turmeric,4,17,166087137.472,4355.3,18.97,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,18,10871549.504,2627.0,21.788,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,2,18,36166738.944000006,2627.0,21.788,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Masoor,1,18,2798616.7040000004,2627.0,21.788,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Masoor,2,18,6027789.824,2627.0,21.788,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,18,1399308.3520000002,2627.0,21.788,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),2,18,3982646.848,2627.0,21.788,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,4,18,39718829.376,2627.0,21.788,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Tapioca,4,18,24972272.128000002,2627.0,21.788,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,1,18,645834.6240000001,2627.0,21.788,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,2,18,3552090.432,2627.0,21.788,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,19,3336812.2240000004,1536.6,20.493,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,19,107639104.0,1536.6,20.493,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,19,215278208.0,1536.6,20.493,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,19,215278208.0,1536.6,20.493,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),1,19,118403014.4,1536.6,20.493,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),2,19,731945907.2,1536.6,20.493,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,4,19,586633116.8000001,1536.6,20.493,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,20,12291309285.76,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Arhar/Tur,2,20,7534737.28,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Coriander,4,20,2032226283.5200002,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Dry chillies,4,20,8069703626.88,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Garlic,4,20,1151738412.8,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Ginger,1,20,1651183855.3600001,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Gram,2,20,2264726748.1600003,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Groundnut,1,20,6042536381.248,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Masoor,2,20,410104986.24,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Moong(Green Gram),1,20,18116199398.72,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Onion,4,20,2842748736.6400003,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Potato,4,20,761654299.904,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Sweet potato,4,20,5047197586.56,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Turmeric,4,20,2544588418.56,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Urad,1,20,12625313425.472,1102.8,26.327,83.3,0.00018301899588532417,4.366443049040729e-05,0.0006044779825954995
Arhar/Tur,1,22,839585011.2,301.8,26.797,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Gram,2,22,753473728.0,301.8,26.797,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Groundnut,1,22,570487251.2,301.8,26.797,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Masoor,2,22,430556416.0,301.8,26.797,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Moong(Green Gram),1,22,1689933932.8000002,301.8,26.797,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Urad,1,22,419792505.6,301.8,26.797,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Arhar/Tur,1,28,192996913.472,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Garlic,4,28,234653246.72000003,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,28,102687705.216,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,28,126906503.61600001,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Masoor,2,28,1555492691.904,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,28,8180571.904,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),2,28,5166676.992000001,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),3,28,3712365057.8560004,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Onion,2,28,914609466.6880001,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Onion,3,28,1207280190.464,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Onion,4,28,206667079.68,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),2,28,382118819.20000005,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,1,28,833234304.064,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,2,28,732268824.5120001,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Turmeric,4,28,15284752.768000001,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,1,28,1055401414.72,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,2,28,86218922.304,1610.3,19.5,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,2,11,1942363777.5456002,1041.2,23.764,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Gram,2,11,1049316576.17088,1041.2,23.764,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Masoor,2,11,328693226.32064,1041.2,23.764,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Potato,2,11,1320663993.4444802,1041.2,23.764,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Potato,5,11,1132985528.1011202,1041.2,23.764,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Arhar/Tur,1,3,4182317385.92,1353.9,25.975,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Banana,4,3,1400061825.7280002,1353.9,25.975,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Coriander,4,3,233469216.576,1353.9,25.975,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Dry chillies,4,3,347997223.232,1353.9,25.975,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Garlic,4,3,301066573.888,1353.9,25.975,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Ginger,1,3,37673686.400000006,1353.9,25.975,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
